Timestamp [us],RTC Count,Notes,State To Process,Next State
1678399863588185,-1,,DEPLOY,DEPLOY
1678399864588252,-1,,DEPLOY,DEPLOY
1678399865588326,-1,,DEPLOY,DEPLOY
1678399866588391,-1,,DEPLOY,DEPLOY
1678399867588460,-1,,DEPLOY,DEPLOY
1678399868588567,-1,,DEPLOY,DEPLOY
1678399869588641,-1,,DEPLOY,DEPLOY
1678399870588726,-1,,DEPLOY,DEPLOY
1678399871588798,-1,,DEPLOY,DEPLOY
1678399872588875,-1,,DEPLOY,DEPLOY
1678399873588956,-1,,DEPLOY,DEPLOY
1678399874589075,-1,,DEPLOY,DEPLOY
1678399875589138,-1,,DEPLOY,DEPLOY
1678399876589203,-1,,DEPLOY,DEPLOY
1678399877589274,-1,,DEPLOY,DEPLOY
1678399878589314,-1,,DEPLOY,DEPLOY
1678399879589381,-1,,DEPLOY,DEPLOY
1678399880589447,-1,,DEPLOY,DEPLOY
1678399881589512,-1,,DEPLOY,DEPLOY
1678399882589641,-1,,DEPLOY,DEPLOY
1678399883589709,-1,,DEPLOY,DEPLOY
1678399884589781,-1,,DEPLOY,DEPLOY
1678399885589850,-1,,DEPLOY,DEPLOY
1678399886589927,-1,,DEPLOY,DEPLOY
1678399887590003,-1,,DEPLOY,DEPLOY
1678399888590047,-1,,DEPLOY,DEPLOY
1678399889590190,-1,,DEPLOY,DEPLOY
1678399890590288,-1,,DEPLOY,DEPLOY
1678399891590364,-1,,DEPLOY,DEPLOY
1678399892590458,-1,,DEPLOY,DEPLOY
1678399893590527,-1,,DEPLOY,DEPLOY
1678399894590597,-1,,DEPLOY,DEPLOY
1678399895590749,-1,,DEPLOY,DEPLOY
1678399896590819,-1,,DEPLOY,DEPLOY
1678399897590908,-1,,DEPLOY,DEPLOY
1678399898590977,-1,,DEPLOY,DEPLOY
1678399899591078,-1,,DEPLOY,DEPLOY
1678399900591165,-1,,DEPLOY,DEPLOY
1678399901591282,-1,,DEPLOY,DEPLOY
1678399902591368,-1,,DEPLOY,DEPLOY
1678399903591441,-1,,DEPLOY,DEPLOY
1678399904591519,-1,,DEPLOY,DEPLOY
1678399905591593,-1,,DEPLOY,DEPLOY
1678399906591667,-1,,DEPLOY,DEPLOY
1678399907591745,-1,,DEPLOY,DEPLOY
1678399908593633,-1,,DEPLOY,DEPLOY
1678399909593704,-1,,DEPLOY,DEPLOY
1678399910593775,-1,,DEPLOY,DEPLOY
1678399911593849,-1,,DEPLOY,DEPLOY
1678399912593924,-1,,DEPLOY,DEPLOY
1678399913594000,-1,,DEPLOY,DEPLOY
1678399914594069,-1,,DEPLOY,DEPLOY
1678399915594139,-1,,DEPLOY,DEPLOY
1678399916594213,-1,,DEPLOY,DEPLOY
1678399917594308,-1,,DEPLOY,DEPLOY
1678399918594381,-1,,DEPLOY,DEPLOY
1678399919594472,-1,,DEPLOY,DEPLOY
1678399920594548,-1,,DEPLOY,DEPLOY
1678399921594618,-1,,DEPLOY,DEPLOY
1678399922594697,-1,,DEPLOY,DEPLOY
1678399923594774,-1,,DEPLOY,DEPLOY
1678399924594850,-1,,DEPLOY,DEPLOY
1678399925594924,-1,,DEPLOY,DEPLOY
1678399926595018,-1,,DEPLOY,DEPLOY
1678400403929101,-1,Restarted! | ,CONFIG,START
1678400404929183,-1,,START,DEPLOY
1678400405929505,-1,,DEPLOY,DEPLOY
1678400406929587,-1,,DEPLOY,DEPLOY
1678400407929653,-1,,DEPLOY,DEPLOY
1678400408929718,-1,,DEPLOY,DEPLOY
1678400409929791,-1,,DEPLOY,DEPLOY
1678400410929864,-1,,DEPLOY,DEPLOY
1678400411929936,-1,,DEPLOY,DEPLOY
1678400412930005,-1,,DEPLOY,DEPLOY
1678400413930073,-1,,DEPLOY,DEPLOY
1678400414930170,-1,,DEPLOY,DEPLOY
1678400415930238,-1,,DEPLOY,DEPLOY
1678400416930302,-1,,DEPLOY,DEPLOY
1678400417930400,-1,,DEPLOY,DEPLOY
1678400418930477,-1,,DEPLOY,DEPLOY
1678400419930564,-1,,DEPLOY,DEPLOY
1678400420930633,-1,,DEPLOY,DEPLOY
1678400421930702,-1,,DEPLOY,DEPLOY
1678400422930743,-1,,DEPLOY,DEPLOY
1678400423930829,-1,,DEPLOY,DEPLOY
1678400424930904,-1,,DEPLOY,DEPLOY
1678400425930970,-1,,DEPLOY,DEPLOY
1678400426931036,-1,,DEPLOY,DEPLOY
1678400427931104,-1,,DEPLOY,DEPLOY
1678400428931180,-1,,DEPLOY,DEPLOY
1678400429931245,-1,,DEPLOY,DEPLOY
1678400430931311,-1,,DEPLOY,DEPLOY
1678400431931377,-1,,DEPLOY,DEPLOY
1678400432931434,-1,,DEPLOY,DEPLOY
1678400433931534,-1,,DEPLOY,DEPLOY
1678400434931599,-1,,DEPLOY,DEPLOY
1678400435931680,-1,,DEPLOY,DEPLOY
1678400436931753,-1,,DEPLOY,DEPLOY
1678400437931818,-1,,DEPLOY,DEPLOY
1678400438931899,-1,,DEPLOY,DEPLOY
1678400439932037,-1,,DEPLOY,DEPLOY
1678400440932105,-1,,DEPLOY,DEPLOY
1678400441932204,-1,,DEPLOY,DEPLOY
1678400442932272,-1,,DEPLOY,DEPLOY
1678400443932339,-1,,DEPLOY,DEPLOY
1678400444932360,-1,,DEPLOY,DEPLOY
1678400445932426,-1,,DEPLOY,DEPLOY
1678400446932492,-1,,DEPLOY,DEPLOY
1678400447932584,-1,,DEPLOY,DEPLOY
1678400448932656,-1,,DEPLOY,DEPLOY
1678414681638525,-1,Restarted! | ,CONFIG,START
1678414682638591,-1,,START,DEPLOY
1678414683638674,-1,,DEPLOY,DEPLOY
1678414684638755,-1,,DEPLOY,DEPLOY
1678414685638834,-1,,DEPLOY,DEPLOY
1678414686638917,-1,,DEPLOY,DEPLOY
1678414687638967,-1,,DEPLOY,DEPLOY
1678414688639034,-1,,DEPLOY,DEPLOY
1678414689639100,-1,,DEPLOY,DEPLOY
1678414690639166,-1,,DEPLOY,DEPLOY
1678414691639237,-1,,DEPLOY,DEPLOY
1678414692639316,-1,,DEPLOY,DEPLOY
1678414693639400,-1,,DEPLOY,DEPLOY
1678414694639484,-1,,DEPLOY,DEPLOY
1678414695639567,-1,,DEPLOY,DEPLOY
1678414696639660,-1,,DEPLOY,DEPLOY
1678414697639727,-1,,DEPLOY,DEPLOY
1678414698639793,-1,,DEPLOY,DEPLOY
1678414699639858,-1,,DEPLOY,DEPLOY
1678414700639923,-1,,DEPLOY,DEPLOY
1678414701639995,-1,,DEPLOY,DEPLOY
1678414702640042,-1,,DEPLOY,DEPLOY
1678414703640114,-1,,DEPLOY,DEPLOY
1678414704640151,-1,,DEPLOY,DEPLOY
1678414705640230,-1,,DEPLOY,DEPLOY
1678414706640317,-1,,DEPLOY,DEPLOY
1678414707640382,-1,,DEPLOY,DEPLOY
1678414708640448,-1,,DEPLOY,DEPLOY
1678414709640514,-1,,DEPLOY,DEPLOY
1678414710640578,-1,,DEPLOY,DEPLOY
1678414711640649,-1,,DEPLOY,DEPLOY
1678414712640717,-1,,DEPLOY,DEPLOY
1678414713640783,-1,,DEPLOY,DEPLOY
1678414714640848,-1,,DEPLOY,DEPLOY
1678414715640913,-1,,DEPLOY,DEPLOY
1678414716640997,-1,,DEPLOY,DEPLOY
1678414717641078,-1,,DEPLOY,DEPLOY
1678414718641158,-1,,DEPLOY,DEPLOY
1678414719641241,-1,,DEPLOY,DEPLOY
1678414720641319,-1,,DEPLOY,DEPLOY
1678414721641407,-1,,DEPLOY,DEPLOY
1678414722641473,-1,,DEPLOY,DEPLOY
1678414723641538,-1,,DEPLOY,DEPLOY
1678414724641579,-1,,DEPLOY,DEPLOY
1678414725641645,-1,,DEPLOY,DEPLOY
1678414726641716,-1,,DEPLOY,DEPLOY
1678414727641783,-1,,DEPLOY,DEPLOY
1678414728641848,-1,,DEPLOY,DEPLOY
1678414729641912,-1,,DEPLOY,DEPLOY
1678414730641977,-1,,DEPLOY,DEPLOY
1678414731642046,-1,,DEPLOY,DEPLOY
1678414732642130,-1,,DEPLOY,DEPLOY
1678414733642173,-1,,DEPLOY,DEPLOY
1678414734642256,-1,,DEPLOY,DEPLOY
1678414735642339,-1,,DEPLOY,DEPLOY
1678414736642452,-1,,DEPLOY,DEPLOY
1678414737642518,-1,,DEPLOY,DEPLOY
1678414738642583,-1,,DEPLOY,DEPLOY
1678414739642648,-1,,DEPLOY,DEPLOY
1678414761833013,-1,Restarted! | ,CONFIG,START
1678414762833098,-1,,START,DEPLOY
1678414763833181,-1,,DEPLOY,DEPLOY
1678414764833263,-1,,DEPLOY,DEPLOY
1678414765833344,-1,,DEPLOY,DEPLOY
1678414766833429,-1,,DEPLOY,DEPLOY
1678414767833460,-1,,DEPLOY,DEPLOY
1678414768833525,-1,,DEPLOY,DEPLOY
1678414769833576,-1,,DEPLOY,DEPLOY
1678414770833640,-1,,DEPLOY,DEPLOY
1678414771833713,-1,,DEPLOY,DEPLOY
1678414772833781,-1,,DEPLOY,DEPLOY
1678414773833848,-1,,DEPLOY,DEPLOY
1678414774833914,-1,,DEPLOY,DEPLOY
1678414775833980,-1,,DEPLOY,DEPLOY
1678414776834068,-1,,DEPLOY,DEPLOY
1678414777834132,-1,,DEPLOY,DEPLOY
1678414778834198,-1,,DEPLOY,DEPLOY
1678414779834263,-1,,DEPLOY,DEPLOY
1678414780834328,-1,,DEPLOY,DEPLOY
1678414781834400,-1,,DEPLOY,DEPLOY
1678414782834478,-1,,DEPLOY,DEPLOY
1678414783834559,-1,,DEPLOY,DEPLOY
1678414784834643,-1,,DEPLOY,DEPLOY
1678414934871939,-1,Restarted! | ,CONFIG,START
1678414935872004,-1,,START,DEPLOY
1678414936872058,-1,,DEPLOY,DEPLOY
1678414937872078,-1,,DEPLOY,DEPLOY
1678414938872143,-1,,DEPLOY,DEPLOY
1678414939872227,-1,,DEPLOY,DEPLOY
1678415196257236,-1,Restarted! | ,CONFIG,START
1678415197257303,-1,,START,DEPLOY
1678415198257658,-1,,DEPLOY,DEPLOY
1678415199257724,-1,,DEPLOY,DEPLOY
1678415200257788,-1,,DEPLOY,DEPLOY
1678415201257884,-1,,DEPLOY,DEPLOY
1678415202257952,-1,,DEPLOY,DEPLOY
1678415203258017,-1,,DEPLOY,DEPLOY
1678415204258083,-1,,DEPLOY,DEPLOY
1678415205258148,-1,,DEPLOY,DEPLOY
1678415206258221,-1,,DEPLOY,DEPLOY
1678415207258303,-1,,DEPLOY,DEPLOY
1678415208258386,-1,,DEPLOY,DEPLOY
1678415209258468,-1,,DEPLOY,DEPLOY
1678416491023198,-1,Restarted! | ,CONFIG,START
1678416492023264,-1,,START,DEPLOY
1678416493023331,-1,,DEPLOY,DEPLOY
1678416494023396,-1,,DEPLOY,DEPLOY
1678416495023475,-1,,DEPLOY,DEPLOY
1678416496023555,-1,,DEPLOY,DEPLOY
1678416497023620,-1,,DEPLOY,DEPLOY
1678416498023685,-1,,DEPLOY,DEPLOY
1678416499023751,-1,,DEPLOY,DEPLOY
1678416500023817,-1,,DEPLOY,DEPLOY
1678416501023886,-1,,DEPLOY,DEPLOY
1678416502023954,-1,,DEPLOY,DEPLOY
1678416503024020,-1,,DEPLOY,DEPLOY
1678416504024085,-1,,DEPLOY,DEPLOY
1678416505024150,-1,,DEPLOY,DEPLOY
1678416506024219,-1,,DEPLOY,DEPLOY
1678416507024283,-1,,DEPLOY,DEPLOY
1678416508024348,-1,,DEPLOY,DEPLOY
1678416509024412,-1,,DEPLOY,DEPLOY
1678416510024478,-1,,DEPLOY,DEPLOY
1678416511024552,-1,,DEPLOY,DEPLOY
1678416512024632,-1,,DEPLOY,DEPLOY
1678416513024713,-1,,DEPLOY,DEPLOY
1678416514024798,-1,,DEPLOY,DEPLOY
1678416515024882,-1,,DEPLOY,DEPLOY
1678416516024973,-1,,DEPLOY,DEPLOY
1678416517025009,-1,,DEPLOY,DEPLOY
1678416518025074,-1,,DEPLOY,DEPLOY
1678416519025138,-1,,DEPLOY,DEPLOY
1678416520025203,-1,,DEPLOY,DEPLOY
1678416521025280,-1,,DEPLOY,DEPLOY
1678416522025356,-1,,DEPLOY,DEPLOY
1678416523025437,-1,,DEPLOY,DEPLOY
1678416524025521,-1,,DEPLOY,DEPLOY
1678416525025626,-1,,DEPLOY,DEPLOY
1678416526025806,-1,,DEPLOY,DEPLOY
1678416527025873,-1,,DEPLOY,DEPLOY
1678416528025938,-1,,DEPLOY,DEPLOY
1678416529026003,-1,,DEPLOY,DEPLOY
1678416530026067,-1,,DEPLOY,DEPLOY
1678416531026152,-1,,DEPLOY,DEPLOY
1678416532026231,-1,,DEPLOY,DEPLOY
1678416533026311,-1,,DEPLOY,DEPLOY
1678416534026392,-1,,DEPLOY,DEPLOY
1678416535026508,-1,,DEPLOY,DEPLOY
1678416536026600,-1,,DEPLOY,DEPLOY
1678416565594511,-1,Restarted! | ,CONFIG,START
1678416566594577,-1,,START,DEPLOY
1678416567594642,-1,,DEPLOY,DEPLOY
1678416894555147,-1,Restarted! | ,CONFIG,START
1678416895555221,-1,,START,DEPLOY
1678416896555291,-1,,DEPLOY,DEPLOY
1678416897555368,-1,,DEPLOY,DEPLOY
1678416898555456,-1,,DEPLOY,DEPLOY
1678416899555526,-1,,DEPLOY,DEPLOY
1678416900555612,-1,,DEPLOY,DEPLOY
1678416901555677,-1,,DEPLOY,DEPLOY
1678416902555741,-1,,DEPLOY,DEPLOY
1678416903555805,-1,,DEPLOY,DEPLOY
1678416904555884,-1,,DEPLOY,DEPLOY
1678416905555951,-1,,DEPLOY,DEPLOY
1678416906556016,-1,,DEPLOY,DEPLOY
1678416907556082,-1,,DEPLOY,DEPLOY
1678416908556156,-1,,DEPLOY,DEPLOY
1678416909556226,-1,,DEPLOY,DEPLOY
1678416910556299,-1,,DEPLOY,DEPLOY
1678416911556366,-1,,DEPLOY,DEPLOY
1678416912556429,-1,,DEPLOY,DEPLOY
1678416913556515,-1,,DEPLOY,DEPLOY
1678416914556661,-1,,DEPLOY,DEPLOY
1678416915556727,-1,,DEPLOY,DEPLOY
1678416916556808,-1,,DEPLOY,DEPLOY
1678416917556891,-1,,DEPLOY,DEPLOY
1678416918556969,-1,,DEPLOY,DEPLOY
1678416919557045,-1,,DEPLOY,DEPLOY
1678416920557109,-1,,DEPLOY,DEPLOY
1678416921557175,-1,,DEPLOY,DEPLOY
1678416922557240,-1,,DEPLOY,DEPLOY
1678416923557305,-1,,DEPLOY,DEPLOY
1678416924557374,-1,,DEPLOY,DEPLOY
1678416925557431,-1,,DEPLOY,DEPLOY
1678416926557495,-1,,DEPLOY,DEPLOY
1678416927557578,-1,,DEPLOY,DEPLOY
1678416928557643,-1,,DEPLOY,DEPLOY
1678416929557710,-1,,DEPLOY,DEPLOY
1678416930557787,-1,,DEPLOY,DEPLOY
1678416931557870,-1,,DEPLOY,DEPLOY
1678417305364472,-1,Restarted! | ,CONFIG,START
1678417306365279,-1,,START,DEPLOY
1678417307365347,-1,,DEPLOY,DEPLOY
1678417308365416,-1,,DEPLOY,DEPLOY
1678417309365495,-1,,DEPLOY,DEPLOY
1678417310365616,-1,,DEPLOY,DEPLOY
1678417311365686,-1,,DEPLOY,DEPLOY
1678417312365751,-1,,DEPLOY,DEPLOY
1678417313365821,-1,,DEPLOY,DEPLOY
1678417314365886,-1,,DEPLOY,DEPLOY
1678417315365955,-1,,DEPLOY,DEPLOY
1678417316366036,-1,,DEPLOY,DEPLOY
1678417317366113,-1,,DEPLOY,DEPLOY
1678417318366179,-1,,DEPLOY,DEPLOY
1678417319366246,-1,,DEPLOY,DEPLOY
1678417320366324,-1,,DEPLOY,DEPLOY
1678417321366390,-1,,DEPLOY,DEPLOY
1678417322366506,-1,,DEPLOY,DEPLOY
1678417323366570,-1,,DEPLOY,DEPLOY
1678417324366635,-1,,DEPLOY,DEPLOY
1678417325366712,-1,,DEPLOY,DEPLOY
1678417326366777,-1,,DEPLOY,DEPLOY
1678417327366847,-1,,DEPLOY,DEPLOY
1678417328366924,-1,,DEPLOY,DEPLOY
1678417329366993,-1,,DEPLOY,DEPLOY
1678417330367064,-1,,DEPLOY,DEPLOY
1678417331367132,-1,,DEPLOY,DEPLOY
1678417332367196,-1,,DEPLOY,DEPLOY
1678417333367263,-1,,DEPLOY,DEPLOY
1678417334367344,-1,,DEPLOY,DEPLOY
1678417335367445,-1,,DEPLOY,DEPLOY
1678417336367511,-1,,DEPLOY,DEPLOY
1678417337367578,-1,,DEPLOY,DEPLOY
1678417338367643,-1,,DEPLOY,DEPLOY
1678417339367708,-1,,DEPLOY,DEPLOY
1678417340367775,-1,,DEPLOY,DEPLOY
1678417341367845,-1,,DEPLOY,DEPLOY
1678417342367893,-1,,DEPLOY,DEPLOY
1678419083836124,-1,Restarted! | ,CONFIG,START
1678419084836188,-1,,START,DEPLOY
1678419085836253,-1,,DEPLOY,DEPLOY
1678419086836318,-1,,DEPLOY,DEPLOY
1678419748703742,-1,Restarted! | ,CONFIG,START
1678419749703812,-1,,START,DEPLOY
1678419750703931,-1,,DEPLOY,DEPLOY
1678419751703996,-1,,DEPLOY,DEPLOY
1678419752704071,-1,,DEPLOY,DEPLOY
1678419753704162,-1,,DEPLOY,DEPLOY
1678419754704236,-1,,DEPLOY,DEPLOY
1678419755704303,-1,,DEPLOY,DEPLOY
1678419756704337,-1,,DEPLOY,DEPLOY
1678419757704402,-1,,DEPLOY,DEPLOY
1678419758704470,-1,,DEPLOY,DEPLOY
1678419759704538,-1,,DEPLOY,DEPLOY
1678419760704603,-1,,DEPLOY,DEPLOY
1678419761704668,-1,,DEPLOY,DEPLOY
1678419762704736,-1,,DEPLOY,DEPLOY
1678419763704802,-1,,DEPLOY,DEPLOY
1678419764704867,-1,,DEPLOY,DEPLOY
1678419765704943,-1,,DEPLOY,DEPLOY
1678419766705006,-1,,DEPLOY,DEPLOY
1678419767705061,-1,,DEPLOY,DEPLOY
1678419768705227,-1,,DEPLOY,DEPLOY
1678419769705335,-1,,DEPLOY,DEPLOY
1678419770705401,-1,,DEPLOY,DEPLOY
1678419771705468,-1,,DEPLOY,DEPLOY
1678419772705541,-1,,DEPLOY,DEPLOY
1678419773705582,-1,,DEPLOY,DEPLOY
1678419774705647,-1,,DEPLOY,DEPLOY
1678419775705719,-1,,DEPLOY,DEPLOY
1678419776705801,-1,,DEPLOY,DEPLOY
1678419777705868,-1,,DEPLOY,DEPLOY
1678419778705936,-1,,DEPLOY,DEPLOY
1678419779706001,-1,,DEPLOY,DEPLOY
1678419780706066,-1,,DEPLOY,DEPLOY
1678419781706133,-1,,DEPLOY,DEPLOY
1678419782706216,-1,,DEPLOY,DEPLOY
1678419783706299,-1,,DEPLOY,DEPLOY
1678419784706365,-1,,DEPLOY,DEPLOY
1678419785706432,-1,,DEPLOY,DEPLOY
1678419786706498,-1,,DEPLOY,DEPLOY
1678419787706560,-1,,DEPLOY,DEPLOY
1678419788706633,-1,,DEPLOY,DEPLOY
1678419789706714,-1,,DEPLOY,DEPLOY
1678420946907640,-1,Restarted! | ,CONFIG,START
1678420947907715,-1,,START,DEPLOY
1678420948907788,-1,,DEPLOY,DEPLOY
1678420949907857,-1,,DEPLOY,DEPLOY
1678420950907939,-1,,DEPLOY,DEPLOY
1678420951908025,-1,,DEPLOY,DEPLOY
1678420952908099,-1,,DEPLOY,DEPLOY
1678420953908172,-1,,DEPLOY,DEPLOY
1678420954908239,-1,,DEPLOY,DEPLOY
1678420955908303,-1,,DEPLOY,DEPLOY
1678420956908370,-1,,DEPLOY,DEPLOY
1678420957908448,-1,,DEPLOY,DEPLOY
1678420958908523,-1,,DEPLOY,DEPLOY
1678420959908596,-1,,DEPLOY,DEPLOY
1678420960908663,-1,,DEPLOY,DEPLOY
1678420961908875,-1,,DEPLOY,DEPLOY
1678420962908939,-1,,DEPLOY,DEPLOY
1678420963909028,-1,,DEPLOY,DEPLOY
1678420964909096,-1,,DEPLOY,DEPLOY
1678420965909162,-1,,DEPLOY,DEPLOY
1678420966909229,-1,,DEPLOY,DEPLOY
1678420967909297,-1,,DEPLOY,DEPLOY
1678420968909361,-1,,DEPLOY,DEPLOY
1678420969909411,-1,,DEPLOY,DEPLOY
1678420970909489,-1,,DEPLOY,DEPLOY
1678420971909610,-1,,DEPLOY,DEPLOY
1678420972909676,-1,,DEPLOY,DEPLOY
1678420973909740,-1,,DEPLOY,DEPLOY
1678420974909806,-1,,DEPLOY,DEPLOY
1678420975909872,-1,,DEPLOY,DEPLOY
1678420976909939,-1,,DEPLOY,DEPLOY
1678420977910020,-1,,DEPLOY,DEPLOY
1678420978910093,-1,,DEPLOY,DEPLOY
1678420979910142,-1,,DEPLOY,DEPLOY
1678420980910208,-1,,DEPLOY,DEPLOY
1678420981910282,-1,,DEPLOY,DEPLOY
1678421017284281,-1,,CONFIG,START
1678421018284349,-1,,START,DEPLOY
1678421019284414,-1,,DEPLOY,DEPLOY
1678421020284479,-1,,DEPLOY,DEPLOY
1678421021284545,-1,,DEPLOY,DEPLOY
1678421022284838,-1,,DEPLOY,DEPLOY
1678421023284902,-1,,DEPLOY,DEPLOY
1678421024284967,-1,,DEPLOY,DEPLOY
1678421025285032,-1,,DEPLOY,DEPLOY
1678421026285108,-1,,DEPLOY,DEPLOY
1678421027285250,-1,,DEPLOY,DEPLOY
1678421028285335,-1,,DEPLOY,DEPLOY
1678421029285417,-1,,DEPLOY,DEPLOY
1678421030285499,-1,,DEPLOY,DEPLOY
1678421045664396,-1,Restarted! | ,CONFIG,START
1678421046664462,-1,,START,DEPLOY
1678421047664528,-1,,DEPLOY,DEPLOY
1678421048664595,-1,,DEPLOY,DEPLOY
1678421049664673,-1,,DEPLOY,DEPLOY
1678421050664756,-1,,DEPLOY,DEPLOY
1678421051664824,-1,,DEPLOY,DEPLOY
1678421052664889,-1,,DEPLOY,DEPLOY
1678421053664954,-1,,DEPLOY,DEPLOY
1678421054665020,-1,,DEPLOY,DEPLOY
1678421055665087,-1,,DEPLOY,DEPLOY
1678421056665152,-1,,DEPLOY,DEPLOY
1678421057665228,-1,,DEPLOY,DEPLOY
1678421058665293,-1,,DEPLOY,DEPLOY
1678421059665358,-1,,DEPLOY,DEPLOY
1678421060665496,-1,,DEPLOY,DEPLOY
1678421061665592,-1,,DEPLOY,DEPLOY
1678421062665671,-1,,DEPLOY,DEPLOY
1678421063665752,-1,,DEPLOY,DEPLOY
1678421064665835,-1,,DEPLOY,DEPLOY
1678421065665918,-1,,DEPLOY,DEPLOY
1678421066665985,-1,,DEPLOY,DEPLOY
1678421067666052,-1,,DEPLOY,DEPLOY
1678421068666120,-1,,DEPLOY,DEPLOY
1678421069666186,-1,,DEPLOY,DEPLOY
1678421070666256,-1,,DEPLOY,DEPLOY
1678421222016894,-1,Restarted! | ,CONFIG,START
1678421223016960,-1,,START,DEPLOY
1678421224017035,-1,,DEPLOY,DEPLOY
1678421225017103,-1,,DEPLOY,DEPLOY
1678421226017122,-1,,DEPLOY,DEPLOY
1678421227017196,-1,,DEPLOY,DEPLOY
1678421228017295,-1,,DEPLOY,DEPLOY
1678421229017362,-1,,DEPLOY,DEPLOY
1678421230017426,-1,,DEPLOY,DEPLOY
1678421231017492,-1,,DEPLOY,DEPLOY
1678421232017595,-1,,DEPLOY,DEPLOY
1678421233017662,-1,,DEPLOY,DEPLOY
1678421234017732,-1,,DEPLOY,DEPLOY
1678421235017799,-1,,DEPLOY,DEPLOY
1678421236017880,-1,,DEPLOY,DEPLOY
1678421237017952,-1,,DEPLOY,DEPLOY
1678421238018036,-1,,DEPLOY,DEPLOY
1678421239018113,-1,,DEPLOY,DEPLOY
1678421240018179,-1,,DEPLOY,DEPLOY
1678421241018245,-1,,DEPLOY,DEPLOY
1678421242018318,-1,,DEPLOY,DEPLOY
1678421243018383,-1,,DEPLOY,DEPLOY
1678421244018462,-1,,DEPLOY,DEPLOY
1678421245018543,-1,,DEPLOY,DEPLOY
1678421367119630,-1,Restarted! | ,CONFIG,START
1678421368119704,-1,,START,DEPLOY
1678421369119774,-1,,DEPLOY,DEPLOY
1678421370119839,-1,,DEPLOY,DEPLOY
1678421371119914,-1,,DEPLOY,DEPLOY
1678421372119981,-1,,DEPLOY,DEPLOY
1678421373120264,-1,,DEPLOY,DEPLOY
1678421374120376,-1,,DEPLOY,DEPLOY
1678421375120409,-1,,DEPLOY,DEPLOY
1678421376120475,-1,,DEPLOY,DEPLOY
1678421377120556,-1,,DEPLOY,DEPLOY
1678421378120631,-1,,DEPLOY,DEPLOY
1678421379120697,-1,,DEPLOY,DEPLOY
1678421380120763,-1,,DEPLOY,DEPLOY
1678421381120830,-1,,DEPLOY,DEPLOY
1678421382120898,-1,,DEPLOY,DEPLOY
1678421383120983,-1,,DEPLOY,DEPLOY
1678421384121064,-1,,DEPLOY,DEPLOY
1678421385121131,-1,,DEPLOY,DEPLOY
1678421386121196,-1,,DEPLOY,DEPLOY
1678421387121300,-1,,DEPLOY,DEPLOY
1678421388121366,-1,,DEPLOY,DEPLOY
1678421389121444,-1,,DEPLOY,DEPLOY
1678421390121531,-1,,DEPLOY,DEPLOY
1678421391121659,-1,,DEPLOY,DEPLOY
1678421392121741,-1,,DEPLOY,DEPLOY
1678421450670916,-1,Restarted! | ,CONFIG,START
1678421451670981,-1,,START,DEPLOY
1678421452671044,-1,,DEPLOY,DEPLOY
1678421453671109,-1,,DEPLOY,DEPLOY
1678421454671190,-1,,DEPLOY,DEPLOY
1678421455671273,-1,,DEPLOY,DEPLOY
1678421456671340,-1,,DEPLOY,DEPLOY
1678421457671404,-1,,DEPLOY,DEPLOY
1678421458671468,-1,,DEPLOY,DEPLOY
1678421459671533,-1,,DEPLOY,DEPLOY
1678421762277166,-1,Restarted! | ,CONFIG,START
1678421763277235,-1,,START,DEPLOY
1678421764277308,-1,,DEPLOY,DEPLOY
1678421765277380,-1,,DEPLOY,DEPLOY
1678421766277453,-1,,DEPLOY,DEPLOY
1678421767277535,-1,,DEPLOY,DEPLOY
1678421768277613,-1,,DEPLOY,DEPLOY
1678421769277679,-1,,DEPLOY,DEPLOY
1678421770277744,-1,,DEPLOY,DEPLOY
1678421771277808,-1,,DEPLOY,DEPLOY
1678421772277876,-1,,DEPLOY,DEPLOY
1678421773277955,-1,,DEPLOY,DEPLOY
1678421774278037,-1,,DEPLOY,DEPLOY
1678421775278106,-1,,DEPLOY,DEPLOY
1678421776278176,-1,,DEPLOY,DEPLOY
1678421777278309,-1,,DEPLOY,DEPLOY
1678421778278376,-1,,DEPLOY,DEPLOY
1678421779278440,-1,,DEPLOY,DEPLOY
1678421780278536,-1,,DEPLOY,DEPLOY
1678421781278600,-1,,DEPLOY,DEPLOY
1678421782278664,-1,,DEPLOY,DEPLOY
1678421783278729,-1,,DEPLOY,DEPLOY
1678421784278792,-1,,DEPLOY,DEPLOY
1678421785278874,-1,,DEPLOY,DEPLOY
1678421786278961,-1,,DEPLOY,DEPLOY
1678421787279038,-1,,DEPLOY,DEPLOY
1678421788279105,-1,,DEPLOY,DEPLOY
1678421789279170,-1,,DEPLOY,DEPLOY
1678421790279237,-1,,DEPLOY,DEPLOY
1678421791279302,-1,,DEPLOY,DEPLOY
1678421792279387,-1,,DEPLOY,DEPLOY
1678421839875050,-1,Restarted! | ,CONFIG,START
1678421840875116,-1,,START,DEPLOY
1678421841875199,-1,,DEPLOY,DEPLOY
1678421842875268,-1,,DEPLOY,DEPLOY
1678421843875345,-1,,DEPLOY,DEPLOY
1678421844875411,-1,,DEPLOY,DEPLOY
1678421845875477,-1,,DEPLOY,DEPLOY
1678422047467314,-1,Restarted! | ,CONFIG,START
1678422048467385,-1,,START,DEPLOY
1678422049467464,-1,,DEPLOY,DEPLOY
1678422121562488,-1,Restarted! | ,CONFIG,START
