Timestamp [us],RTC Count,Notes,CPU all [%],CPU 0 [%],CPU 1 [%],CPU 2 [%],CPU 3 [%],Audio SPI CPU,Audio Write CPU,ECG GetData CPU,ECG WriteData CPU,IMU CPU,Light CPU,PressureTemp CPU,BoardTemp CPU,Bat CPU,Recovery CPU,FSM CPU,Commands CPU,SysMonitor CPU,GoPros CPU,RAM Free [B],RAM Free [%],Virtual Memory Used [B],Virtual Memory Used [%]
1678487705635483,-1,Restarted! | ,9.73,7.41,15.53,13.42,2.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,376053760,9.45,3603144704,88.24
1678487710635547,-1,,33.15,40.20,26.72,29.71,35.54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,371732480,9.34,3607465984,88.34
1678487715635615,-1,,27.74,25.81,30.06,37.92,16.90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,340389888,8.56,3638808576,89.11
1678487720635681,-1,,28.15,27.93,17.28,54.12,13.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,365420544,9.18,3613777920,88.50
1678487725635745,-1,,24.78,27.09,30.18,17.38,24.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,363483136,9.14,3615715328,88.54
1678487730635811,-1,,7.00,9.02,8.23,7.80,2.61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,362737664,9.12,3616460800,88.56
1678487735635877,-1,,7.32,11.33,10.24,6.64,1.21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,363249664,9.13,3615948800,88.55
1678487740635941,-1,,7.75,11.56,9.88,6.84,2.99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,364687360,9.17,3614511104,88.51
1678487745636006,-1,,7.57,9.20,6.02,6.04,9.00,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,364457984,9.16,3614740480,88.52
1678487750636084,-1,,8.03,10.73,10.16,5.74,5.40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,365125632,9.18,3614072832,88.50
1678487901707995,-1,Restarted! | ,8.09,14.76,11.84,5.58,0.39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,366682112,9.22,3612516352,88.47
1678487906708096,-1,,33.20,39.44,33.67,30.17,29.39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,360218624,9.05,3618979840,88.62
1678487911708165,-1,,22.73,29.62,23.08,14.81,22.92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,358469632,9.01,3620728832,88.67
1678487916708231,-1,,17.06,20.65,17.91,15.46,14.54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,358395904,9.01,3620802560,88.67
1678487921708297,-1,,26.78,30.80,28.80,21.58,25.71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,359727104,9.04,3619471360,88.64
1678487926708379,-1,,8.98,11.63,7.03,12.42,5.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,359227392,9.03,3619971072,88.65
1678487931708444,-1,,4.95,4.94,0.80,8.65,5.39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,357601280,8.99,3621597184,88.69
1678487936708509,-1,,7.13,11.56,6.21,4.82,5.82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,358604800,9.01,3620593664,88.66
1678487989194325,-1,Restarted! | ,13.19,18.02,7.72,13.87,12.70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,359436288,9.03,3619762176,88.64
1678487994194407,-1,,16.47,20.16,8.78,18.16,18.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,356683776,8.96,3622514688,88.71
1678487999194473,-1,,5.22,6.76,5.02,3.83,5.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,380289024,9.56,3598909440,88.13
1678488004194539,-1,,6.50,14.37,1.60,7.98,2.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,379772928,9.55,3599425536,88.15
1678488009194604,-1,,8.33,9.11,0.40,4.67,19.47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,379801600,9.55,3599396864,88.14
1678488014194684,-1,,5.77,9.38,0.20,2.58,10.80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,379801600,9.55,3599396864,88.14
1678488019194751,-1,,5.14,7.09,0.00,4.03,9.64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,379801600,9.55,3599396864,88.14
1678488111679468,-1,Restarted! | ,6.97,7.77,7.98,7.83,4.10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,358658048,9.01,3620540416,88.66
1678488116679657,-1,,31.36,37.09,32.87,28.27,26.99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,353964032,8.90,3625234432,88.78
1678488121679725,-1,,23.79,33.20,15.63,27.36,19.26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,354398208,8.91,3624800256,88.77
1678488126679792,-1,,21.84,26.40,18.16,16.77,25.96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,352591872,8.86,3626606592,88.81
1678488131679861,-1,,29.19,36.36,29.09,23.94,27.36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,352649216,8.86,3626549248,88.81
1678488136679927,-1,,7.46,8.42,12.85,2.61,5.59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,351903744,8.84,3627294720,88.83
1678488141679992,-1,,8.92,8.52,10.08,7.86,9.42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,352677888,8.86,3626520576,88.81
1678488146680056,-1,,7.98,10.45,8.87,5.00,7.27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,353222656,8.88,3625975808,88.80
1678488151680127,-1,,6.72,6.15,5.13,1.00,14.60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,352964608,8.87,3626233856,88.80
1687737708841308,-1,Restarted! | ,5.24,4.65,2.51,3.67,10.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2621669376,65.89,1357008896,33.23
1687737713841393,-1,,3.18,8.16,1.21,2.82,0.61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2619662336,65.84,1359015936,33.28
1687737718841468,-1,,2.96,6.94,0.40,0.20,4.58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2619662336,65.84,1359015936,33.28
1687748012160094,-1,Restarted! | ,5.61,6.76,1.74,3.68,9.90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2583281664,64.93,1395396608,34.17
1687748017160113,-1,,2.79,7.63,2.02,0.20,1.61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2583080960,64.92,1395597312,34.18
1687748022160177,-1,,2.86,9.09,2.02,0.20,0.20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2583080960,64.92,1395597312,34.18
1687748027160268,-1,,3.64,9.58,2.00,1.60,1.20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2583080960,64.92,1395597312,34.18
1687748032160378,-1,,4.49,10.52,2.40,2.81,2.61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2582958080,64.92,1395720192,34.18
1687751364079799,-1,Restarted! | ,5.10,3.11,3.30,1.17,12.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2579456000,64.83,1399222272,34.27
1687751369079864,-1,,3.48,8.13,0.20,0.81,4.81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2579619840,64.84,1399058432,34.26
1687751374079915,-1,,4.58,10.82,0.00,2.40,5.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2579619840,64.84,1399058432,34.26
1687751379079980,-1,,3.23,7.94,2.00,2.80,0.20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2579619840,64.84,1399058432,34.26
1687751384080046,-1,,2.87,6.90,3.01,0.40,1.21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2579726336,64.84,1398951936,34.26
1687751389080127,-1,,5.53,12.58,2.21,2.19,5.41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2579496960,64.83,1399181312,34.26
1687751394080193,-1,,3.32,8.50,1.41,2.21,1.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2579812352,64.84,1398865920,34.26
1687751502018777,-1,Restarted! | ,5.15,1.36,5.03,1.17,12.82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2580393984,64.86,1398284288,34.24
1687751507018840,-1,,3.62,11.02,3.00,0.60,0.20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2580365312,64.85,1398312960,34.24
1687751512018920,-1,,4.39,10.68,1.00,3.02,3.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2580471808,64.86,1398206464,34.24
1687751517018985,-1,,2.98,7.36,0.00,4.02,0.40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2580365312,64.85,1398312960,34.24
1687751522019065,-1,,5.26,12.50,0.60,3.81,4.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2580500480,64.86,1398177792,34.24
1687751527019175,-1,,3.12,8.47,2.42,0.60,1.21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2580193280,64.85,1398484992,34.25
